Num	Name	Type1	Type2	Ability1	Ability2	Ability3	Ability4	Base H	Base A	Base B	Base C	Base D	Base S
350	ミロカロス	みず	-	ふしぎなうろこ	かちき	メロメロボディ	-	95	60	79	100	125	81
355	ヨマワル	ゴースト	-	ふゆう	おみとおし	-	-	20	40	90	30	90	25
356	サマヨール	ゴースト	-	プレッシャー	おみとおし	-	-	40	70	130	60	130	25
358	チリーン	エスパー	-	ふゆう	-	-	-	75	50	80	95	90	65
374	ダンバル	はがね	エスパー	クリアボディ	ライトメタル	-	-	40	55	80	35	60	30
375	メタング	はがね	エスパー	クリアボディ	ライトメタル	-	-	60	75	100	55	80	50
376	メタグロス	はがね	エスパー	クリアボディ	ライトメタル	-	-	80	135	130	95	90	70
377	レジロック	いわ	-	クリアボディ	がんじょう	-	-	80	100	200	50	100	50
378	レジアイス	こおり	-	クリアボディ	アイスボディ	-	-	80	50	100	100	200	50
379	レジスチル	はがね	-	クリアボディ	ライトメタル	-	-	80	75	150	75	150	50
380	ラティアス	ドラゴン	エスパー	ふゆう	-	-	-	80	80	90	110	130	110
381	ラティオス	ドラゴン	エスパー	ふゆう	-	-	-	80	90	80	130	110	110
382	カイオーガ	みず	-	あめふらし	-	-	-	100	100	90	150	140	90
383	グラードン	じめん	-	ひでり	-	-	-	100	150	140	100	90	90
384	レックウザ	ドラゴン	ひこう	エアロック	-	-	-	105	150	90	150	90	95
385	ジラーチ	はがね	エスパー	てんのめぐみ	-	-	-	100	100	100	100	100	100
386	デオキシス(ノーマル)	エスパー	-	プレッシャー	-	-	-	50	150	50	150	50	150
386-1	デオキシス(アタック)	エスパー	-	プレッシャー	-	-	-	50	180	20	180	20	150
386-2	デオキシス(ディフェンス)	エスパー	-	プレッシャー	-	-	-	50	70	160	70	160	90
386-3	デオキシス(スピード)	エスパー	-	プレッシャー	-	-	-	50	95	90	95	90	180
387	ナエトル	くさ	-	しんりょく	シェルアーマー	-	-	55	68	64	45	55	31
388	ハヤシガメ	くさ	-	しんりょく	シェルアーマー	-	-	75	89	85	55	65	36
389	ドダイトス	くさ	じめん	しんりょく	シェルアーマー	-	-	95	109	105	75	85	56
390	ヒコザル	ほのお	-	もうか	てつのこぶし	-	-	44	58	44	58	44	61
391	モウカザル	ほのお	かくとう	もうか	てつのこぶし	-	-	64	78	52	78	52	81
392	ゴウカザル	ほのお	かくとう	もうか	てつのこぶし	-	-	76	104	71	104	71	108
393	ポッチャマ	みず	-	げきりゅう	かちき	-	-	53	51	53	61	56	40
394	ポッタイシ	みず	-	げきりゅう	かちき	-	-	64	66	68	81	76	50
395	エンペルト	みず	はがね	げきりゅう	かちき	-	-	84	86	88	111	101	60
408	ズガイドス	いわ	-	かたやぶり	ちからずく	-	-	67	125	40	30	30	58
409	ラムパルド	いわ	-	かたやぶり	ちからずく	-	-	97	165	60	65	50	58
410	タテトプス	いわ	はがね	がんじょう	ぼうおん	-	-	30	42	118	42	88	30
411	トリデプス	いわ	はがね	がんじょう	ぼうおん	-	-	60	52	168	47	138	30
424	エテボース	ノーマル	-	テクニシャン	ものひろい	スキルリンク	-	75	100	66	60	66	115
433	リーシャン	エスパー	-	ふゆう	-	-	-	45	30	50	65	50	45
446	ゴンベ	ノーマル	-	ものひろい	あついしぼう	くいしんぼう	-	135	85	40	40	85	5
464	ドサイドン	じめん	いわ	ひらいしん	ハードロック	すてみ	-	115	140	130	55	55	40
466	エレキブル	でんき	-	でんきエンジン	やるき	-	-	75	123	67	95	85	95
467	ブーバーン	ほのお	-	ほのおのからだ	やるき	-	-	75	95	67	125	95	83
469	メガヤンマ	むし	ひこう	かそく	いろめがね	おみとおし	-	86	76	86	116	56	95
472	グライオン	じめん	ひこう	かいりきバサミ	すながくれ	ポイズンヒール	-	75	95	125	45	75	95
473	マンムー	こおり	じめん	どんかん	ゆきがくれ	あついしぼう	-	110	130	80	70	60	80
474	ポリゴンＺ	ノーマル	-	てきおうりょく	ダウンロード	アナライズ	-	85	80	70	135	75	90
476	ダイノーズ	いわ	はがね	がんじょう	じりょく	すなのちから	-	60	55	145	75	150	40
477	ヨノワール	ゴースト	-	プレッシャー	おみとおし	-	-	45	100	135	65	135	45
480	ユクシー	エスパー	-	ふゆう	-	-	-	75	75	130	75	130	95
481	エムリット	エスパー	-	ふゆう	-	-	-	80	105	105	105	105	80
482	アグノム	エスパー	-	ふゆう	-	-	-	75	125	70	125	70	115
483	ディアルガ	はがね	ドラゴン	プレッシャー	テレパシー	-	-	100	120	120	150	100	90
483-1	ディアルガ(オリジン)	はがね	ドラゴン	プレッシャー	テレパシー	-	-	100	100	120	150	120	90
484	パルキア	みず	ドラゴン	プレッシャー	テレパシー	-	-	90	120	100	150	120	100
484-1	パルキア(オリジン)	みず	ドラゴン	プレッシャー	テレパシー	-	-	90	100	100	150	120	120
485	ヒードラン	ほのお	はがね	もらいび	ほのおのからだ	-	-	91	90	106	130	106	77
486	レジギガス	ノーマル	-	スロースタート	-	-	-	110	160	110	80	110	100
487	ギラティナ(アナザー)	ゴースト	ドラゴン	プレッシャー	テレパシー	-	-	150	100	120	100	120	90
487-1	ギラティナ(オリジン)	ゴースト	ドラゴン	ふゆう	-	-	-	150	120	100	120	100	90
488	クレセリア	エスパー	-	ふゆう	-	-	-	120	70	110	75	120	85
489	フィオネ	みず	-	うるおいボディ	-	-	-	80	80	80	80	80	80
490	マナフィ	みず	-	うるおいボディ	-	-	-	100	100	100	100	100	100
491	ダークライ	あく	-	ナイトメア	-	-	-	70	90	90	135	90	125
492	シェイミ(ランド)	くさ	-	しぜんかいふく	-	-	-	100	100	100	100	100	100
492-1	シェイミ(スカイ)	くさ	ひこう	てんのめぐみ	-	-	-	100	103	75	120	75	127
493	アルセウス	ノーマル	-	マルチタイプ	-	-	-	120	120	120	120	120	120
495	ツタージャ	くさ	-	しんりょく	あまのじゃく	-	-	45	45	55	45	55	63
496	ジャノビー	くさ	-	しんりょく	あまのじゃく	-	-	60	60	75	60	75	83
497	ジャローダ	くさ	-	しんりょく	あまのじゃく	-	-	75	75	95	75	95	113
498	ポカブ	ほのお	-	もうか	あついしぼう	-	-	65	63	45	45	45	45
499	チャオブー	ほのお	かくとう	もうか	あついしぼう	-	-	90	93	55	70	55	55
500	エンブオー	ほのお	かくとう	もうか	すてみ	-	-	110	123	65	100	65	65
501	ミジュマル	みず	-	げきりゅう	シェルアーマー	-	-	55	55	45	63	45	45
502	フタチマル	みず	-	げきりゅう	シェルアーマー	-	-	75	75	60	83	60	60
503	ダイケンキ	みず	-	げきりゅう	シェルアーマー	-	-	95	100	85	108	70	70
503-1	ヒスイダイケンキ	みず	あく	げきりゅう	きれあじ	-	-	90	108	80	100	65	85
522	シママ	でんき	-	ひらいしん	でんきエンジン	そうしょく	-	45	60	32	50	32	76
523	ゼブライカ	でんき	-	ひらいしん	でんきエンジン	そうしょく	-	75	100	63	80	63	116
529	モグリュー	じめん	-	すなかき	すなのちから	かたやぶり	-	60	85	40	30	45	68
530	ドリュウズ	じめん	はがね	すなかき	すなのちから	かたやぶり	-	110	135	60	50	65	88
532	ドッコラー	かくとう	-	こんじょう	ちからずく	てつのこぶし	-	75	80	55	25	35	35
533	ドテッコツ	かくとう	-	こんじょう	ちからずく	てつのこぶし	-	85	105	85	40	50	40
534	ローブシン	かくとう	-	こんじょう	ちからずく	てつのこぶし	-	105	140	95	55	65	45
540	クルミル	むし	くさ	むしのしらせ	ようりょくそ	ぼうじん	-	45	53	70	40	60	42
541	クルマユ	むし	くさ	リーフガード	ようりょくそ	ぼうじん	-	55	63	90	50	80	42
542	ハハコモリ	むし	くさ	むしのしらせ	ようりょくそ	ぼうじん	-	75	103	80	70	80	92
546	モンメン	くさ	フェアリー	いたずらごころ	すりぬけ	ようりょくそ	-	40	27	60	37	50	66
547	エルフーン	くさ	フェアリー	いたずらごころ	すりぬけ	ようりょくそ	-	60	67	85	77	75	116
549-1	ヒスイドレディア	くさ	かくとう	ようりょくそ	はりきり	リーフガード	-	70	105	75	50	75	105
559	ズルッグ	あく	かくとう	だっぴ	じしんかじょう	いかく	-	50	75	70	35	70	48
560	ズルズキン	あく	かくとう	だっぴ	じしんかじょう	いかく	-	65	90	115	45	115	58
572	チラーミィ	ノーマル	-	メロメロボディ	テクニシャン	スキルリンク	-	55	50	40	40	40	75
573	チラチーノ	ノーマル	-	メロメロボディ	テクニシャン	スキルリンク	-	75	95	60	65	60	115
577	ユニラン	エスパー	-	ぼうじん	マジックガード	さいせいりょく	-	45	30	40	105	50	20
578	ダブラン	エスパー	-	ぼうじん	マジックガード	さいせいりょく	-	65	40	50	125	60	30
579	ランクルス	エスパー	-	ぼうじん	マジックガード	さいせいりょく	-	110	65	75	125	85	30
580	コアルヒー	みず	ひこう	するどいめ	はとむね	うるおいボディ	-	62	44	50	44	50	55
581	スワンナ	みず	ひこう	するどいめ	はとむね	うるおいボディ	-	75	87	63	87	63	98
595	バチュル	むし	でんき	ふくがん	きんちょうかん	むしのしらせ	-	50	47	50	57	50	65
596	デンチュラ	むし	でんき	ふくがん	きんちょうかん	むしのしらせ	-	70	77	60	97	60	108
607	ヒトモシ	ゴースト	ほのお	もらいび	ほのおのからだ	すりぬけ	-	50	30	55	65	55	20
608	ランプラー	ゴースト	ほのお	もらいび	ほのおのからだ	すりぬけ	-	60	40	60	95	60	55
609	シャンデラ	ゴースト	ほのお	もらいび	ほのおのからだ	すりぬけ	-	60	55	90	145	90	80
619	コジョフー	かくとう	-	せいしんりょく	さいせいりょく	すてみ	-	45	85	50	55	50	65
620	コジョンド	かくとう	-	せいしんりょく	さいせいりょく	すてみ	-	65	125	60	95	60	105
622	ゴビット	じめん	ゴースト	てつのこぶし	ぶきよう	ノーガード	-	59	74	50	35	50	35
623	ゴルーグ	じめん	ゴースト	てつのこぶし	ぶきよう	ノーガード	-	89	124	80	55	80	55
628-1	ヒスイウォーグル	エスパー	ひこう	するどいめ	ちからずく	いろめがね	-	110	83	70	112	70	65
629	バルチャイ	あく	ひこう	はとむね	ぼうじん	くだけるよろい	-	70	55	75	45	65	60
630	バルジーナ	あく	ひこう	はとむね	ぼうじん	くだけるよろい	-	110	65	105	55	95	80
638	コバルオン	はがね	かくとう	せいぎのこころ	-	-	-	91	90	129	90	72	108
639	テラキオン	いわ	かくとう	せいぎのこころ	-	-	-	91	129	90	72	90	108
640	ビリジオン	くさ	かくとう	せいぎのこころ	-	-	-	91	90	72	90	129	108
641	トルネロス(けしん)	ひこう	-	いたずらごころ	まけんき	-	-	79	115	70	125	80	111
641-1	トルネロス(れいじゅう)	ひこう	-	さいせいりょく	-	-	-	79	100	80	110	90	121
642	ボルトロス(けしん)	でんき	ひこう	いたずらごころ	まけんき	-	-	79	115	70	125	80	111
642-1	ボルトロス(れいじゅう)	でんき	ひこう	ちくでん	-	-	-	79	105	70	145	80	101
643	レシラム	ドラゴン	ほのお	ターボブレイズ	-	-	-	100	120	100	150	120	90
644	ゼクロム	ドラゴン	でんき	テラボルテージ	-	-	-	100	150	120	120	100	90
645	ランドロス(けしん)	じめん	ひこう	すなのちから	ちからずく	-	-	89	125	90	115	80	101
645-1	ランドロス(れいじゅう)	じめん	ひこう	いかく	-	-	-	89	145	90	105	80	91
646	キュレム	ドラゴン	こおり	プレッシャー	-	-	-	125	130	90	130	90	95
646-1	ホワイトキュレム	ドラゴン	こおり	ターボブレイズ	-	-	-	125	120	90	170	100	95
646-2	ブラックキュレム	ドラゴン	こおり	テラボルテージ	-	-	-	125	170	100	120	90	95
647	ケルディオ	みず	かくとう	せいぎのこころ	-	-	-	91	72	90	129	90	108
647-1	ケルディオ(かくご)	みず	かくとう	せいぎのこころ	-	-	-	91	72	90	129	90	108
648	メロエッタ(ボイス)	ノーマル	エスパー	てんのめぐみ	-	-	-	100	77	77	128	128	90
648-1	メロエッタ(ステップ)	ノーマル	かくとう	てんのめぐみ	-	-	-	100	128	90	77	77	128
650	ハリマロン	くさ	-	しんりょく	ぼうだん	-	-	56	61	65	48	45	38
651	ハリボーグ	くさ	-	しんりょく	ぼうだん	-	-	61	78	95	56	58	57
652	ブリガロン	くさ	かくとう	しんりょく	ぼうだん	-	-	88	107	122	74	75	64
653	フォッコ	ほのお	-	もうか	マジシャン	-	-	40	45	40	62	60	60
654	テールナー	ほのお	-	もうか	マジシャン	-	-	59	59	58	90	70	73
655	マフォクシー	ほのお	エスパー	もうか	マジシャン	-	-	75	69	72	114	100	104
656	ケロマツ	みず	-	げきりゅう	へんげんじざい	-	-	41	56	40	62	44	71
657	ゲコガシラ	みず	-	げきりゅう	へんげんじざい	-	-	54	63	52	83	56	97
658	ゲッコウガ	みず	あく	げきりゅう	へんげんじざい	-	-	72	95	67	103	71	122
677	ニャスパー	エスパー	-	するどいめ	すりぬけ	マイペース	-	62	48	54	63	60	68
678	ニャオニクス(オス)	エスパー	-	するどいめ	すりぬけ	いたずらごころ	-	74	48	76	83	81	104
678-1	ニャオニクス(メス)	エスパー	-	するどいめ	すりぬけ	かちき	-	74	48	76	83	81	104
686	マーイーカ	あく	エスパー	あまのじゃく	きゅうばん	すりぬけ	-	53	54	53	37	46	45
687	カラマネロ	あく	エスパー	あまのじゃく	きゅうばん	すりぬけ	-	86	92	88	68	75	73
703	メレシー	いわ	フェアリー	クリアボディ	がんじょう	-	-	50	50	150	50	150	50
705-1	ヒスイヌメイル	はがね	ドラゴン	そうしょく	シェルアーマー	ぬめぬめ	-	58	75	83	83	113	40
706-1	ヒスイヌメルゴン	はがね	ドラゴン	そうしょく	シェルアーマー	ぬめぬめ	-	80	100	100	110	150	60
708	ボクレー	ゴースト	くさ	しぜんかいふく	おみとおし	しゅうかく	-	43	70	48	50	60	38
709	オーロット	ゴースト	くさ	しぜんかいふく	おみとおし	しゅうかく	-	85	110	76	65	82	56
713-1	ヒスイクレベース	こおり	いわ	がんじょうあご	アイスボディ	がんじょう	-	95	127	184	34	36	38
719	ディアンシー	いわ	フェアリー	クリアボディ	-	-	-	50	100	150	100	150	50
720	フーパ(いましめられし)	エスパー	ゴースト	マジシャン	-	-	-	80	110	60	150	130	70
720-1	フーパ(ときはなたれし)	エスパー	あく	マジシャン	-	-	-	80	160	60	170	130	80
721	ボルケニオン	ほのお	みず	ちょすい	-	-	-	80	110	120	130	90	70
722	モクロー	くさ	ひこう	しんりょく	えんかく	-	-	68	55	55	50	50	42
723	フクスロー	くさ	ひこう	しんりょく	えんかく	-	-	78	75	75	70	70	52
724	ジュナイパー	くさ	ゴースト	しんりょく	えんかく	-	-	78	107	75	100	100	70
724-1	ヒスイジュナイパー	くさ	かくとう	しんりょく	きもったま	-	-	88	112	80	95	95	60
725	ニャビー	ほのお	-	もうか	いかく	-	-	45	65	40	60	40	70
726	ニャヒート	ほのお	-	もうか	いかく	-	-	65	85	50	80	50	90
727	ガオガエン	ほのお	あく	もうか	いかく	-	-	95	115	90	80	90	60
728	アシマリ	みず	-	げきりゅう	うるおいボイス	-	-	50	54	54	66	56	40
729	オシャマリ	みず	-	げきりゅう	うるおいボイス	-	-	60	69	69	91	81	50
730	アシレーヌ	みず	フェアリー	げきりゅう	うるおいボイス	-	-	80	74	74	126	116	60
731	ツツケラ	ノーマル	ひこう	するどいめ	スキルリンク	ものひろい	-	35	75	30	30	30	65
732	ケララッパ	ノーマル	ひこう	するどいめ	スキルリンク	ものひろい	-	55	85	50	40	50	75
733	ドデカバシ	ノーマル	ひこう	するどいめ	スキルリンク	ちからずく	-	80	120	75	75	75	60
736	アゴジムシ	むし	-	むしのしらせ	-	-	-	47	62	45	55	45	46
737	デンヂムシ	むし	でんき	バッテリー	-	-	-	57	82	95	55	75	36
738	クワガノン	むし	でんき	ふゆう	-	-	-	77	70	90	145	75	43
742	アブリー	むし	フェアリー	みつあつめ	りんぷん	スイートベール	-	40	45	40	55	40	84
743	アブリボン	むし	フェアリー	みつあつめ	りんぷん	スイートベール	-	60	55	60	95	70	124
751	シズクモ	みず	むし	すいほう	ちょすい	-	-	38	40	52	40	72	27
752	オニシズクモ	みず	むし	すいほう	ちょすい	-	-	68	70	92	50	132	42
764	キュワワー	フェアリー	-	フラワーベール	ヒーリングシフト	しぜんかいふく	-	51	52	90	82	110	100
774	メテノ(りゅうせい)	いわ	ひこう	リミットシールド	-	-	-	60	60	100	60	100	60
774-1	メテノ(コア)	いわ	ひこう	リミットシールド	-	-	-	60	100	60	100	60	120
782	ジャラコ	ドラゴン	-	ぼうだん	ぼうおん	ぼうじん	-	45	55	65	45	45	45
783	ジャランゴ	ドラゴン	かくとう	ぼうだん	ぼうおん	ぼうじん	-	55	75	90	65	70	65
784	ジャラランガ	ドラゴン	かくとう	ぼうだん	ぼうおん	ぼうじん	-	75	110	125	100	105	85
789	コスモッグ	エスパー	-	てんねん	-	-	-	43	29	31	29	31	37
790	コスモウム	エスパー	-	がんじょう	-	-	-	43	29	131	29	131	37
791	ソルガレオ	エスパー	はがね	メタルプロテクト	-	-	-	137	137	107	113	89	97
792	ルナアーラ	エスパー	ゴースト	ファントムガード	-	-	-	137	113	89	137	107	97
800	ネクロズマ	エスパー	-	プリズムアーマー	-	-	-	97	107	101	127	89	79
800-1	ネクロズマ(たそがれ)	エスパー	はがね	プリズムアーマー	-	-	-	97	157	127	113	109	77
800-2	ネクロズマ(あかつき)	エスパー	ゴースト	プリズムアーマー	-	-	-	97	113	109	157	127	77
801	マギアナ	はがね	フェアリー	ソウルハート	-	-	-	80	95	115	130	115	65
801-1	マギアナ(500年前)	はがね	フェアリー	ソウルハート	-	-	-	80	95	115	130	115	65
810	サルノリ	くさ	-	しんりょく	グラスメイカー	-	-	50	65	50	40	40	65
811	バチンキー	くさ	-	しんりょく	グラスメイカー	-	-	70	85	70	55	60	80
812	ゴリランダー	くさ	-	しんりょく	グラスメイカー	-	-	100	125	90	60	70	85
813	ヒバニー	ほのお	-	もうか	リベロ	-	-	50	71	40	40	40	69
814	ラビフット	ほのお	-	もうか	リベロ	-	-	65	86	60	55	60	94
815	エースバーン	ほのお	-	もうか	リベロ	-	-	80	116	75	65	75	119
816	メッソン	みず	-	げきりゅう	スナイパー	-	-	50	40	40	70	40	70
817	ジメレオン	みず	-	げきりゅう	スナイパー	-	-	65	60	55	95	55	90
818	インテレオン	みず	-	げきりゅう	スナイパー	-	-	70	85	65	125	65	120
845	ウッウ	ひこう	みず	うのミサイル	-	-	-	70	85	55	85	95	85
863	ニャイキング	はがね	-	カブトアーマー	かたいツメ	はがねのせいしん	-	70	110	100	50	60	50
868	マホミル	フェアリー	-	スイートベール	アロマベール	-	-	45	40	40	50	61	34
869	マホイップ	フェアリー	-	スイートベール	アロマベール	-	-	65	60	75	110	121	64
877	モルペコ(まんぷく)	でんき	あく	はらぺこスイッチ	-	-	-	58	95	58	70	58	97
877-1	モルペコ(はらぺこ)	でんき	あく	はらぺこスイッチ	-	-	-	58	95	58	70	58	97
884	ジュラルドン	はがね	ドラゴン	ライトメタル	ヘヴィメタル	すじがねいり	-	70	95	115	120	50	85
888	ザシアン(れきせん)	フェアリー	-	ふとうのけん	-	-	-	92	120	115	80	115	138
888-1	ザシアン(けんのおう)	フェアリー	はがね	ふとうのけん	-	-	-	92	150	115	80	115	148
889	ザマゼンタ(れきせん)	かくとう	-	ふくつのたて	-	-	-	92	120	115	80	115	138
889-1	ザマゼンタ(たてのおう)	かくとう	はがね	ふくつのたて	-	-	-	92	120	140	80	140	128
890	ムゲンダイナ	どく	ドラゴン	プレッシャー	-	-	-	140	85	95	145	95	130
891	ダクマ	かくとう	-	せいしんりょく	-	-	-	60	90	60	53	50	72
892-1	ウーラオス(れんげき)	かくとう	みず	ふかしのこぶし	-	-	-	100	130	100	63	60	97
892	ウーラオス(いちげき)	かくとう	あく	ふかしのこぶし	-	-	-	100	130	100	63	60	97
893	ザルード	あく	くさ	リーフガード	-	-	-	105	120	105	70	95	105
893-1	ザルード(オコヤのもり)	あく	くさ	リーフガード	-	-	-	105	120	105	70	95	105
894	レジエレキ	でんき	-	トランジスタ	-	-	-	80	100	50	100	50	200
895	レジドラゴ	ドラゴン	-	りゅうのあぎと	-	-	-	200	100	50	100	50	80
896	ブリザポス	こおり	-	しろのいななき	-	-	-	100	145	130	65	110	30
897	レイスポス	ゴースト	-	くろのいななき	-	-	-	100	65	60	145	80	130
898	バドレックス	エスパー	くさ	きんちょうかん	-	-	-	100	80	80	80	80	80
898-2	バドレックス(こくば)	エスパー	ゴースト	じんばいったい	-	-	-	100	85	80	165	100	150
898-1	バドレックス(はくば)	エスパー	こおり	じんばいったい	-	-	-	100	165	150	85	130	50
899	アヤシシ	ノーマル	エスパー	いかく	おみとおし	そうしょく	-	103	105	72	105	75	65
900	バサギリ	むし	いわ	むしのしらせ	ちからずく	きれあじ	-	70	135	95	45	70	85
901	ガチグマ	じめん	ノーマル	こんじょう	ぼうだん	きんちょうかん	-	130	140	105	45	80	50
902	イダイトウ(オス)	みず	ゴースト	すいすい	てきおうりょく	かたやぶり	-	120	112	65	80	75	78
902-1	イダイトウ(メス)	みず	ゴースト	すいすい	てきおうりょく	かたやぶり	-	120	92	65	100	75	78
903	オオニューラ	かくとう	どく	プレッシャー	かるわざ	どくしゅ	-	80	130	60	40	80	120
904	ハリーマン	あく	どく	どくのトゲ	すいすい	いかく	-	85	115	95	65	65	85
905	ラブトロス(けしん)	フェアリー	ひこう	メロメロボディ	あまのじゃく	-	-	74	115	70	135	80	106
905-1	ラブトロス(れいじゅう)	フェアリー	ひこう	ぼうじん	-	-	-	74	115	110	135	100	46
1009	ウネルミナモ	みず	ドラゴン	こだいかっせい	-	-	-	99	83	91	125	83	109
1010	テツノイサハ	くさ	エスパー	クォークチャージ	-	-	-	90	130	88	70	108	104
1011	カミッチュ	くさ	ドラゴン	かんろなミツ	くいしんぼう	ねんちゃく	-	80	80	110	95	80	40
1012	チャデス	くさ	ゴースト	おもてなし	たいねつ	-	-	40	45	45	74	54	50
1013	ヤバソチャ	くさ	ゴースト	おもてなし	たいねつ	-	-	71	60	106	121	80	70
901-1	ガチグマ(アカツキ)	じめん	ノーマル	しんがん	-	-	-	113	70	120	135	65	52
1014	イイネイヌ	どく	かくとう	どくのくさり	ばんけん	-	-	88	128	115	58	86	80
1015	マシマシラ	どく	エスパー	どくのくさり	おみとおし	-	-	88	75	66	130	90	106
1016	キチキギス	どく	フェアリー	どくのくさり	テクニシャン	-	-	88	91	82	70	125	99
1017	オーガポン	くさ	-	まけんき	-	-	-	80	120	84	60	96	110
1017-2	オーガポン(かまど)	くさ	ほのお	かたやぶり	-	-	-	80	120	84	60	96	110
1017-1	オーガポン(いど)	くさ	みず	ちょすい	-	-	-	80	120	84	60	96	110
1017-3	オーガポン(いしずえ)	くさ	いわ	がんじょう	-	-	-	80	120	84	60	96	110
1018	ブリジュラス	はがね	ドラゴン	じきゅうりょく	がんじょう	すじがねいり	-	90	105	130	125	65	85
1024	テラパゴス(ノーマル)	ノーマル	-	テラスチェンジ	-	-	-	90	65	85	65	85	60
1024-1	テラパゴス(テラスタル)	ノーマル	-	テラスシェル	-	-	-	95	95	110	105	110	85
1024-2	テラパゴス(ステラ)	ノーマル	-	ゼロフォーミング	-	-	-	160	105	110	130	110	85
1019	カミツオロチ	くさ	ドラゴン	かんろなミツ	さいせいりょく	ねんちゃく	-	106	80	110	120	80	44
1021	タケルライコ	でんき	ドラゴン	こだいかっせい	-	-	-	125	73	91	137	89	75
1023	テツノカシラ	はがね	エスパー	クォークチャージ	-	-	-	90	72	100	122	108	98
1020	ウガツホムラ	ほのお	ドラゴン	こだいかっせい	-	-	-	105	115	121	65	93	91
1022	テツノイワオ	いわ	エスパー	クォークチャージ	-	-	-	90	120	80	68	108	124
1025	モモワロウ	どく	ゴースト	どくくぐつ	-	-	-	88	88	160	88	88	88
